name,price,img,url,description,people,cabins,year
Futura 40,1000.0,https://zegluj.plhttps://yachtcms.s3.waw.io.cloud.ovh.net/futura-40-4eyoo68o5cz7j9khnp1pyryj4z85.webp,https://zegluj.pl/jacht/futura-40/789,"Futura 40 to nowoczesny, bogato wyposażony, wyjątkowo komfortowy i przestronny jacht. Uzbrojony w najmocniejszy w tym modelu silnik na Mazurach o mocy 150KM, co...",10,3,2019
Antila 24.4,250.0,https://zegluj.plhttps://yachtcms.s3.waw.io.cloud.ovh.net/antila-24-4-ke00svl1zrb9fnfyv4mtixifgy4b.webp,https://zegluj.pl/jacht/antila-24-4/922,ROCZNIK 2019! Premiera jachtu miała miejsce w 2017r. Jacht roku 2018  miesięcznika Żagle.Jest to jacht łatwy do prowadzenia przez jedną osobę ze względu na samozwrotny...,8,0,2019
Stillo 30,700.0,https://zegluj.plhttps://yachtcms.s3.waw.io.cloud.ovh.net/stillo-30-kx40fm0gv16h1hzcabx1qr9qzxew.webp,https://zegluj.pl/jacht/stillo-30/939,"Stillo 30 to nowoczesna,bardzo wygodna spacerowa łódź motorowa przeznaczona do komfortowego rejsu dla sześciu osób. Stałe zadaszenie nad obszernym kokpitem wraz z...",6,3,2019
Calipso 23,289.0,https://zegluj.plhttps://yachtcms.s3.waw.io.cloud.ovh.net/calipso-23-okq6mbvk8fd4ab1ojcl1c0tvrk1e.webp,https://zegluj.pl/jacht/calipso-23/956,"Jacht Calipso 23 jest bardzo dużym jak na swoją długość, nowoczesnym i wygodnym jachtem, który, dzięki niewielkiemu zanurzeniu, może pływać nie tylko po jeziorach, ale...",6,0,2019
SunCamper 30,500.0,https://zegluj.plhttps://yachtcms.s3.waw.io.cloud.ovh.net/suncamper-30-u1n7ha8yu2ym58p7vdc0se4m0upa.webp,https://zegluj.pl/jacht/suncamper-30/1035,"Nowość 2018 - Sun Camper 30! Wygodny houseboat, przeznaczony dla 6 osób. Przestronny jacht, z całkowicie przeszkloną mesą główną, zapewni komfort wypoczynku oraz...",6,2,2019
Nautika 830,400.0,https://zegluj.plhttps://yachtcms.s3.waw.io.cloud.ovh.net/nautika-830-ali10pzo6iu5sfqbxaj2vd7i414f.webp,https://zegluj.pl/jacht/nautika-830/1142,"NAUTIKA 830 - BAIA BLUNautika 830 to komfortowy sposób na spędzenie wakacji na mazurskich jeziorach. Daje możliwość pływania od pierwszych dni wiosennych, aż do...",6,2,2019
Antila 26 CC,300.0,https://zegluj.plhttps://yachtcms.s3.waw.io.cloud.ovh.net/antila-26-cc-y17iju0ymqai5pr2z6fubcay99s7.webp,https://zegluj.pl/jacht/antila-26-cc/1143,ANTILA 26CC - AVVENTURAAntila 26cc to bezpieczny i doskonały jacht na rejsy rodzinne.Dzięki swojej konstrukcji i pomysłowej zabudowie wnętrza zapewnia dużo miejsca...,8,2,2019
Wokal Z-730,350.0,https://zegluj.plhttps://yachtcms.s3.waw.io.cloud.ovh.net/wokal-z-730-nab74ydni3ko7i7o38ksb2y53ye1.webp,https://zegluj.pl/jacht/wokal-z-730/1169,Jacht może zostać wynajęty bez patentu. Osoby które nie posiadają uprawnień muszą przejść szkolenie z zakresu bezpieczeństwa i prowadzenia łodzi w celu otrzymania...,6,0,2019
Delphia Escape 1150,1500.0,https://zegluj.plhttps://yachtcms.s3.waw.io.cloud.ovh.net/delphia-escape-1150-mw3bhpiwrhf1r0md9ohbiagcqqhq.webp,https://zegluj.pl/jacht/delphia-escape-1150/1316,DELPHIA ESCAPE 1150 VBEZ PATENTUJesteśmy jedyną flotą czarterująca DELPHIA ESCAPE 1150 V na Mazurach! Otoczona panoramicznym oknem mesa oraz otwarty kokpit z...,6,3,2019
Solina 22,200.0,https://zegluj.plhttps://yachtcms.s3.waw.io.cloud.ovh.net/solina-22-gg951h9ajsp8v7q4bne8xuczdh2e.webp,https://zegluj.pl/jacht/solina-22/1458,"Solina 22 Dane techniczne:długość:6,7 mszerokość:2,7 mpow. żagli:23 m²wys. w kabinie:1,75 mzanurzenie:0,3 milość osób:4miecz:uchylnyrok...",4,0,2019
Antila 33,590.0,https://zegluj.plhttps://yachtcms.s3.waw.io.cloud.ovh.net/antila-33-oq0pzdids9jr6n7s89kurswznzxo.webp,https://zegluj.pl/jacht/antila-33/1553,"ANTILA 33+To jeden z największych jachtów na Mazurach. Luksusowo wyposażony i przeznaczony dla najbardziej wymagających żeglarzy. 2 koła sterowe, duży kokpit z...",10,3,2019
Twister 26,230.0,https://zegluj.plhttps://yachtcms.s3.waw.io.cloud.ovh.net/twister-26-89k87pkqu329kmgsphr3eqpnoslj.webp,https://zegluj.pl/jacht/twister-26/1581,"Twister 26  to jeden z najmłodszych konstrukcji z rodziny Twisterów. Jacht ten jest niebywale szybki i zwrotny. Duży, bardzo wygodny kokpit, szerokie półpokłady...",8,0,2019
Stillo 30,670.0,https://zegluj.plhttps://yachtcms.s3.waw.io.cloud.ovh.net/stillo-30-qsbzb3szxjz8cze6ana2uc63vcot.webp,https://zegluj.pl/jacht/stillo-30/1656,Nowa tapicerka zewnętrzna jak i wewnętrzna 2023.,8,3,2019
Mellody 30,350.0,https://zegluj.plhttps://yachtcms.s3.waw.io.cloud.ovh.net/mellody-30-jd5xxw0qil297h9opxiaqkszeyov.webp,https://zegluj.pl/jacht/mellody-30/1726,,10,3,2019
Antila 26 CC,350.0,https://zegluj.plhttps://yachtcms.s3.waw.io.cloud.ovh.net/antila-26-cc-001taxh49geaokjvbiols8hqzzbs.webp,https://zegluj.pl/jacht/antila-26-cc/1749,"Antila 26CC z każdej strony wygląda olśniewająco, szczególnie zachwyca kształt burty z załamaniem kadłuba. W jachcie tym najważniejsze jest bezpieczeństwo i bardzo...",8,2,2019
Futura 40,,https://zegluj.plhttps://yachtcms.s3.waw.io.cloud.ovh.net/futura-40-ewp7wej292on24k28sx7wz3xj3n2.webp,https://zegluj.pl/jacht/futura-40/2056,,8,3,2019
Antila 33,650.0,https://zegluj.plhttps://yachtcms.s3.waw.io.cloud.ovh.net/antila-33-8fl2me55yoeuib7cipikrxu2p5jg.webp,https://zegluj.pl/jacht/antila-33/2061,Żagle nowiutkie 2024r,10,3,2019
Mariner 31,470.0,https://zegluj.plhttps://yachtcms.s3.waw.io.cloud.ovh.net/mariner-31-2yrrszqei0664ve56il1kk9jjnen.webp,https://zegluj.pl/jacht/mariner-31/2101,"Jacht żaglowy Mariner 31 w odświeżonej wersji. Oprócz doskonałych właściwości nautycznych jest to przestronny jacht turystyczny. Jacht charakteryzuje się dużą mesą,...",8,3,2019
Antila 26 CC,360.0,https://zegluj.plhttps://yachtcms.s3.waw.io.cloud.ovh.net/antila-26-cc-mroedp80ma7a9nioq8lhzi5w1l9w.webp,https://zegluj.pl/jacht/antila-26-cc/2109,,8,1,2019
Quest 825,570.0,https://zegluj.plhttps://yachtcms.s3.waw.io.cloud.ovh.net/quest-825-e32stfz70c2puiphqv0v9tglv3tv.webp,https://zegluj.pl/jacht/quest-825/2135,,6,1,2019
Antila 33,600.0,https://zegluj.plhttps://yachtcms.s3.waw.io.cloud.ovh.net/antila-33-kue04afw477a2y7ub301en2pejh9.webp,https://zegluj.pl/jacht/antila-33/2301,,10,3,2019
Maxus 24 Evo,300.0,https://zegluj.plhttps://yachtcms.s3.waw.io.cloud.ovh.net/maxus-24-evo-irmlb8idi51rvtiovpxo045wlcl7.webp,https://zegluj.pl/jacht/maxus-24-evo/2345,,6,0,2019
Maxus 28,,https://zegluj.plhttps://yachtcms.s3.waw.io.cloud.ovh.net/maxus-28-skbmej94osyllt7j19jlec9nvctg.webp,https://zegluj.pl/jacht/maxus-28/2374,"Witaj na pokładzie Maxus 28 – Twojego domu na wodzie 

Maxus 28, zaprojektowany przez znanego Jacka Daszyńskiego, to jacht, który przyciąga uwagę swoją...",8,2,2019
Stillo 30,850.0,https://zegluj.plhttps://yachtcms.s3.waw.io.cloud.ovh.net/stillo-30-a19t33sciuob8yz3zkaqmdy3ydp0.webp,https://zegluj.pl/jacht/stillo-30/2416,,8,3,2019
Maxus 24 Evo,300.0,https://zegluj.plhttps://yachtcms.s3.waw.io.cloud.ovh.net/maxus-24-evo-edm3m235h1q0k7imoxmedk0vdndd.webp,https://zegluj.pl/jacht/maxus-24-evo/2470,,8,0,2019
Antila 27,380.0,https://zegluj.plhttps://yachtcms.s3.waw.io.cloud.ovh.net/antila-27-hejiux98usqzrjkkmoxj6uc6vba0.webp,https://zegluj.pl/jacht/antila-27/2479,,10,3,2019
Antila 24.4,320.0,https://zegluj.plhttps://yachtcms.s3.waw.io.cloud.ovh.net/antila-24-4-o66xkro0952so7t82puxr501va2e.webp,https://zegluj.pl/jacht/antila-24-4/2484,,8,0,2019
Adventure 660,700.0,https://zegluj.plhttps://yachtcms.s3.waw.io.cloud.ovh.net/adventure-660-x8xg5qewn366xf5xoalawuowm44k.webp,https://zegluj.pl/jacht/adventure-660/2543,"Nowa motorówka w naszej flocie w sezonie 2026 – Atlantic Marine 660 Adventure, to połączenie szybkości oraz komfortu. Idealnie sprawdzi się na krótki wypad na ryby czy...",8,0,2019
Platinum 35 (989),1150.0,https://zegluj.plhttps://yachtcms.s3.waw.io.cloud.ovh.net/platinum-35-989-d0opuismsw9hjauj93xdill6pk1u.webp,https://zegluj.pl/jacht/platinum-35-989/2545,"Jest to nowoczesna łódź wyróżniająca się ergonomią i jakością wnętrz. Posiada messę salonową z panoramicznymi oknami oraz kambuz z pełnym wyposażeniem, wygodną wielką...",7,3,2019
Antila 33,750.0,https://zegluj.plhttps://yachtcms.s3.waw.io.cloud.ovh.net/antila-33-3lhzf4xtjbsddyiolcjwpzy2uyte.webp,https://zegluj.pl/jacht/antila-33/2581,"Jacht żaglowy ANTILA 33Antila 33 - to premiera w sezonie 2016r. Jacht o bardzo ładnej linii kadłuba, przestronny i wygodny. Dwa koła sterowe w kokpicie ułatwiają prace...",9,3,2019
Antila 27,360.0,https://zegluj.plhttps://yachtcms.s3.waw.io.cloud.ovh.net/antila-27-i46vjvxhonjjiep0x9w7w6pcbixx.webp,https://zegluj.pl/jacht/antila-27/2595,Antila 27 to nowoczesny bardzo dobrze wyposażony jacht. Małe zanurzenie pozwala dochodzić do brzegu nawet w trudno dostępnych miejscach. Jednostaka jest zabudowana w...,8,3,2019
Calipso 750,300.0,https://zegluj.plhttps://yachtcms.s3.waw.io.cloud.ovh.net/calipso-750-xxinbmltal2zrcmt58331vf0vg2q.webp,https://zegluj.pl/jacht/calipso-750/2601,,6,2,2019
Nautika 830,400.0,https://zegluj.plhttps://yachtcms.s3.waw.io.cloud.ovh.net/nautika-830-varwgn2am1kvodvuxagkrln9vpc9.webp,https://zegluj.pl/jacht/nautika-830/2626,"Delphia Nautika 830 Lux z 2019r.
Nautika 830 wersja lux to komfortowa,super wyposażona łódż spacerowa typu houseboot.Przestrzenna,lekka w prowadzeniu,przeznaczona na...",6,2,2019
Futura 40,1600.0,https://zegluj.plhttps://yachtcms.s3.waw.io.cloud.ovh.net/futura-40-gxdeaio2estu28l6l7ap240olpr8.webp,https://zegluj.pl/jacht/futura-40/2650,Zdjęcia poglądowe ze strony producenta,8,3,2019
Janmor 700,300.0,https://zegluj.pl/assets/no_photo-c6beb90bfa916e93fc6242faec7a7885.png,https://zegluj.pl/jacht/janmor-700/2654,,5,0,2021
Futura 36,1000.0,https://zegluj.plhttps://yachtcms.s3.waw.io.cloud.ovh.net/futura-36-br4zingwqv1nhwh31v4x70v579b6.webp,https://zegluj.pl/jacht/futura-36/299,Jacht Futura 36 to nowoczesny jacht spacerowa typu House Boat umożliwiający czarter i wypoczynek na wielu akwenach wodnych zarówno na śródlądziu jak i na morzach. Ten...,10,4,2018
Sasanka 700 Viva,200.0,https://zegluj.plhttps://yachtcms.s3.waw.io.cloud.ovh.net/sasanka-700-viva-m3h94p5xmuedz4716gqv3p0mcgjn.webp,https://zegluj.pl/jacht/sasanka-700-viva/314,Dane techniczne:Rok budowy 2018Długość 7.30mSzerokość 2.50mZanurzenie min/max - 0.33/1.40mWysokość w kabinie 1.70mWysokość masztu 8.50mGrot 11.50m2Fok 8.80m2Liczba...,6,0,2018
Futura 36,950.0,https://zegluj.plhttps://yachtcms.s3.waw.io.cloud.ovh.net/futura-36-d4cp6lrrj2lhf0k007q2hwotq13p.webp,https://zegluj.pl/jacht/futura-36/390,"Futura 36 to luksusowy Houseboat, czyli  jednostka motorowa o najwyższym standardzie mieszkalnym. W komfortowych warunkach może na niej nocować osiem osób. Jacht...",10,3,2018
Antila 26 CC,400.0,https://zegluj.plhttps://yachtcms.s3.waw.io.cloud.ovh.net/antila-26-cc-xeime8zeqv99564hou60bfcevaas.webp,https://zegluj.pl/jacht/antila-26-cc/447,W przypadku samodzielnego wysprzątania jachtu po czarterze opłata serwisowa/za sprzątanie zostanie pomniejszona o 150 zł.Dane techniczne:Długość kadłuba: 780...,8,2,2018
SunCamper 35,750.0,https://zegluj.plhttps://yachtcms.s3.waw.io.cloud.ovh.net/suncamper-35-5w63fhqv45ppjhwhjves4xg05klk.webp,https://zegluj.pl/jacht/suncamper-35/518,"Wygodny i luksusowy houseboat, który jest przeznaczony dla najbardziej wymagających wodniaków. Posiada przestronne, jasne wnętrze z pełną wysokością stania. Wszystkie...",6,2,2018
Janmor 700,499.0,https://zegluj.plhttps://yachtcms.s3.waw.io.cloud.ovh.net/janmor-700-73m94w3zghkboqvsthccxm4x8kav.webp,https://zegluj.pl/jacht/janmor-700/573,Idealny dla początkujących i zaawansowanych miłośników jachtów motorowych!Janmor Prestige  jest to jacht którego wnętrze i wyposażenie przystosowaliśmy dla wygodnego...,5,1,2018
Antila 24.4,290.0,https://zegluj.plhttps://yachtcms.s3.waw.io.cloud.ovh.net/antila-24-4-74zv12ndcrbyfv0s7si4gxeihf4k.webp,https://zegluj.pl/jacht/antila-24-4/580,"Antila 24.4 ANTILOPA to nowoczesny jacht o ogromnych walorach nautycznych, niezwykle komfortowym wnętrzu i kokpicie. Ta łódź posiada przestronne wnętrze wykończone w...",8,0,2018
Antila 24,220.0,https://zegluj.plhttps://yachtcms.s3.waw.io.cloud.ovh.net/antila-24-jjr5qc5ldqojrj65q38mwb8pahww.webp,https://zegluj.pl/jacht/antila-24/589,,8,0,2018
Antila 24.4,330.0,https://zegluj.plhttps://yachtcms.s3.waw.io.cloud.ovh.net/antila-24-4-66so2os9s1axlbqbrsvnnvgjyut3.webp,https://zegluj.pl/jacht/antila-24-4/594,Antila 24.4 to najnowszy projekt stoczni Antila Yachts. Jacht ten to następca bardzo popularnej na Mazurach Antili 24. Jest od niej nieco lżejszy (100 kg) i ma więcej...,8,0,2018
Janmor 700,350.0,https://zegluj.plhttps://yachtcms.s3.waw.io.cloud.ovh.net/janmor-700-4srehazysj2z9jylge75abtfb6t3.webp,https://zegluj.pl/jacht/janmor-700/598,Jacht motorowy Janmor 700 to wysoki standard i gwarantowana przyjemność z podróżowania po Mazurach. Ten kabinowy jacht motorowy jest znakomicie wyposażony. Nawet jeśli...,5,0,2018
Tes 32 Dreamer,490.0,https://zegluj.plhttps://yachtcms.s3.waw.io.cloud.ovh.net/tes-32-dreamer-ihnqyvs8qcy5ywd1vb1f7b9e6hda.webp,https://zegluj.pl/jacht/tes-32-dreamer/600,Tes 32 Dreamer wyposażony jest w hydrauliczne koło sterowe i ster strumieniowy. Pozwala na żeglowanie z dużym komfortem oraz na znakomity wypoczynek żeglarski.Co...,9,3,2018
Platinum 35 (989),1100.0,https://zegluj.plhttps://yachtcms.s3.waw.io.cloud.ovh.net/platinum-35-989-6ewcsqtff5j8fln6q3dkzqwhlxzk.webp,https://zegluj.pl/jacht/platinum-35-989/687,"Platinum 989 to łódź motorowa, która została stworzona na potrzeby wymagającego klienta. Jest to pół-ślizgowy jacht z kokpitem salonowym, na którym przestrzeń została...",7,3,2018
Maxus 33.1 RS,496.0,https://zegluj.plhttps://yachtcms.s3.waw.io.cloud.ovh.net/maxus-33-1-rs-vhccgx31pavtsbtqyrr0t4958c49.webp,https://zegluj.pl/jacht/maxus-33-1-rs/746,"Maxus 33.1 RS powstał na bazie doświadczeń z produkcji i eksploatacji Maxusa 33,  który w ostatnich latach przebojem zdobył rynek. Maxus 33.1 RS już w czasie swojej...",10,3,2018
Futura 900,700.0,https://zegluj.plhttps://yachtcms.s3.waw.io.cloud.ovh.net/futura-900-9q0hnv8apx2t9p7hbo69yjh7todw.webp,https://zegluj.pl/jacht/futura-900/934,"Jacht posiada 3 dwuosobowe kabiny, dodatkowe pojedyncze spanie w mesie, dzięki czemu jest doskonałym sposobem na spędzenie wolnego czasu nawet dla 7 osobowej...",8,3,2018
Twister 780,300.0,https://zegluj.plhttps://yachtcms.s3.waw.io.cloud.ovh.net/twister-780-5313d01kg436ikmgwuaxqn6mhmha.webp,https://zegluj.pl/jacht/twister-780/941,"Jacht turystyczno regatowy „TWISTER 780” przeznaczony do bezpiecznej i wygodnej żeglugi dla 8 osób. Jest to młodszy brat jachtu Twister 800, który zachowuje w pełnym...",8,1,2018
Nautika 830,420.0,https://zegluj.plhttps://yachtcms.s3.waw.io.cloud.ovh.net/nautika-830-d412fg0zfj18xqxssh3rzs42z3i1.webp,https://zegluj.pl/jacht/nautika-830/963,"Delphia Nautika 830 to komfortowa łódź typu houseboot. Otwarta, przestrzenna, lekka w prowadzeniu, przeznaczona na słoneczne i spokojne wody. Dzięki przemyślanemu...",6,2,2018
Nexus 870 Revo,400.0,https://zegluj.plhttps://yachtcms.s3.waw.io.cloud.ovh.net/nexus-870-revo-myv8k7q3lvgpzuandzqchzbp1x3k.webp,https://zegluj.pl/jacht/nexus-870-revo/1123,"Nexus 870 Revo 2018r Dane techniczne:Rok budowy 2018Ilość koi: 4 (+2)Wymiary: 2,90 x 8,70 mZanurzenie: 0,40 mWysokość w kabinie 1,97 mWysokość boczna łodzi nad wodą...",6,1,2018
Antila 27,350.0,https://zegluj.plhttps://yachtcms.s3.waw.io.cloud.ovh.net/antila-27-xdmcmxdvyvjc5plv819pv86j66i4.webp,https://zegluj.pl/jacht/antila-27/1145,"ANTILA 27 FAMILY - ANAID   Antila 27 to doskonała propozycja dla wszystkich ceniących komfort oraz jakość żeglugi.Atrakcyjna, dynamiczna sylwetka jachtu  jest...",8,3,2018
Platinum 35 (989),800.0,https://zegluj.plhttps://yachtcms.s3.waw.io.cloud.ovh.net/platinum-35-989-m3wrsb0k3jnitq2f3oyil6vi0mxa.webp,https://zegluj.pl/jacht/platinum-35-989/1153,"Platinum 35 (989) Eco HybridGłówną zaletą naszych jednostek Platinum 989 jest wyposażenie ich w dwa rodzaje silników, tradycyjny – spalinowy i elektryczny, pozwalający...",8,3,2018
Nexus 870 Revo,700.0,https://zegluj.plhttps://yachtcms.s3.waw.io.cloud.ovh.net/nexus-870-revo-nxmqhmqgp42co6f3p6wjaz3zj0e2.webp,https://zegluj.pl/jacht/nexus-870-revo/1218,"Jacht motorowy Nexus Revo 870Walory nautyczne, sprawdzone z rewolucyjną praktycznością. Szerokie półpokłady, obszerny kokpit, łatwo dostępne platformy kąpielowe na...",6,2,2018
Futura 900,600.0,https://zegluj.plhttps://yachtcms.s3.waw.io.cloud.ovh.net/futura-900-vpw3uuio3pkt1trmqbqrd9xzmh8t.webp,https://zegluj.pl/jacht/futura-900/1223,Futura 900 VIP (2018) 44KM - Solar 160W - s/y PRINCE - to jacht typu Houseboat z Solarem 160W - 8 osobowy posiada 3 oddzielnie zamykane kabiny sypialniane. Przestronna...,8,3,2018
Nautika 1000,700.0,https://zegluj.plhttps://yachtcms.s3.waw.io.cloud.ovh.net/nautika-1000-l9mnoctzzkv903j9i19v3wfkx5ux.webp,https://zegluj.pl/jacht/nautika-1000/1234,"Nautika 1080 Soley - rok produkcji 2017.
Port Sztynort Mazury, Keja Rezydencka nr 5.
W cenie czarteru: krótkie szkolenie dotyczące obsługi technicznej, cumowanie,...",8,3,2018
Nexus 870 Revo,400.0,https://zegluj.plhttps://yachtcms.s3.waw.io.cloud.ovh.net/nexus-870-revo-dy4hgkws9tqwq15tr6ein3i57kqg.webp,https://zegluj.pl/jacht/nexus-870-revo/1235,"Wygodny i komfortowy - z maksymalną opcją wyposażenia!
Znajdziesz tu mi.in bogato wyposażony kambuz z lodówką, zlewem, kuchenką gazową i podświetleniem led. Łazienka...",6,2,2018
Nautika 830,,https://zegluj.plhttps://yachtcms.s3.waw.io.cloud.ovh.net/nautika-830-ljr321smzk9msn6o5n280o8ulccx.webp,https://zegluj.pl/jacht/nautika-830/1237,"Nautika 830 - to idealny jacht motorowy stworzony aby wygodnie zwiedzać Mazury. Bogate wyposażenie tego akurat egzemplarzu, sprawia, że nasi goście wracają bardzo...",6,2,2018
Grandezza 28,2350.0,https://zegluj.plhttps://yachtcms.s3.waw.io.cloud.ovh.net/grandezza-28-sdybtcescqjoqu6ij13r3nrwg0uj.webp,https://zegluj.pl/jacht/grandezza-28/1277,"Opis jachtu Grandezza 28Marzysz o długim i komfortowym rejsie po Mazurach? Nowoczesny jacht motorowy Grandezza 28 to luksusowy cruiser weekendowy, który spełni Twoje...",8,0,2018
Sea Ray SPX 210,1360.0,https://zegluj.plhttps://yachtcms.s3.waw.io.cloud.ovh.net/sea-ray-spx-210-it8s5fbt1j7oy1rzqbe7ap50mu7u.webp,https://zegluj.pl/jacht/sea-ray-spx-210/1281,Opis motorówki kabrio Sea Ray 210Krótki rejs czy kilkudniowa wyprawa na Mazurach? Jacht motorowy Sea Ray to idealny towarzysz Twojej mazurskiej przygody. Doskonały...,10,0,2018
Platinum 35 (989),1300.0,https://zegluj.plhttps://yachtcms.s3.waw.io.cloud.ovh.net/platinum-35-989-wmqfyg90idbt66wqiplepy465awe.webp,https://zegluj.pl/jacht/platinum-35-989/1318,"Platinum 989 2018WYMAGANY PATENT STERNIKA MOTOROWODNEGO!Półślizgowa jednostka bogata w duży, przeszklony kokpit salonowy oraz przestronne wnętrze pod pokładem....",6,3,2018
Hornet 29,450.0,https://zegluj.plhttps://yachtcms.s3.waw.io.cloud.ovh.net/hornet-29-8nsew60y4e6worwi4jd1eskf1upw.webp,https://zegluj.pl/jacht/hornet-29/1359,"Hornet 29
Następca Twistera 800, dużo lepiej od niego dopracowana jednostka, tak pod względem jakości i solidności wykonania skorup, jak również wykonania zabudowy...",10,3,2018
Antila 27,360.0,https://zegluj.plhttps://yachtcms.s3.waw.io.cloud.ovh.net/antila-27-6k448fu0x6v0m8bi1kn8b5m6u1ll.webp,https://zegluj.pl/jacht/antila-27/1360,"Antila 27
Jest jachtem bardzo popularnym na Mazurach. Popularność swą zawdzięcza wygodzie jaką zapewnia załodze i wysokimi walorami nautycznymi.Jacht wybudowany w 2018...",9,3,2018
Futura 900,600.0,https://zegluj.plhttps://yachtcms.s3.waw.io.cloud.ovh.net/futura-900-m7l5afrjvfx51kr4hwk75i1qprd6.webp,https://zegluj.pl/jacht/futura-900/1365,"FUTURA 900 SECRET LINE
Wychodząc na przeciw rosnącemu zainteresowaniu wypoczynkiem na Mazurach bez kładzenia masztów, bez sznurków i żagli wprowadzam do floty...",8,3,2018
Focus 850,400.0,https://zegluj.plhttps://yachtcms.s3.waw.io.cloud.ovh.net/focus-850-viusc7pgrwc01ykgep4h072n435u.webp,https://zegluj.pl/jacht/focus-850/1453,"Focus 850 jest największym jachtem z rodziny Focusów, produkowanym wyłącznie przez stocznię Nauti. Nasze jednostki zostały stworzone według indywidualnego projektu,...",10,0,2018
Calipso 750,250.0,https://zegluj.plhttps://yachtcms.s3.waw.io.cloud.ovh.net/calipso-750-44gz4pf5yer5ri5z8slejrpjrgz6.webp,https://zegluj.pl/jacht/calipso-750/1459,"Calipso 750 Dane techniczne:długość:7,5 mszerokość:2,8 mwys. w kabinie:1,8 mzanurzenie:0,5 milość osób:6miecz:stałyrok produkcji:2018Wyposażenie:koło steroweSter...",6,2,2018
Futura 40,1200.0,https://zegluj.plhttps://yachtcms.s3.waw.io.cloud.ovh.net/futura-40-g01mnlnd8czv6jfpb4izsih67pbq.webp,https://zegluj.pl/jacht/futura-40/1476,"Nasze jachty powstały dla Państwa wygody. W środku gwarantują wysoki standard, zapewniają łatwy dostęp do otaczającej nas natury, a co bardzo ważne sprawiają że...",10,3,2018
Nexus 870 Revo,420.0,https://zegluj.plhttps://yachtcms.s3.waw.io.cloud.ovh.net/nexus-870-revo-kaguqvcy7aewrwg9k088x27ba30g.webp,https://zegluj.pl/jacht/nexus-870-revo/1560,"NEXUS REVO 870Nexus Revo 870 idealnie nadaje się do żeglugi w gronie rodzinnym, nawet z najmłodszymi dziećmi. Pokład z twardym zadaszeniem, zamykanymi burtami,...",6,1,2018
Nautiner 40,1000.0,https://zegluj.plhttps://yachtcms.s3.waw.io.cloud.ovh.net/nautiner-40-oqix8pxf73uj8853f7rskavvb3dq.webp,https://zegluj.pl/jacht/nautiner-40/1674,"Nautiner 40.3 AFT ( after cabin ) – przestronny, wygodny król houseboatów na Mazurach :) Rodzinny, bardzo bezpieczny jacht motorowy . Wyposażony we wszystko by w...",8,3,2018
Maxus 28,450.0,https://zegluj.plhttps://yachtcms.s3.waw.io.cloud.ovh.net/maxus-28-lxh8dafzixu9zu7b9p7187e3mkcz.webp,https://zegluj.pl/jacht/maxus-28/1775,,8,2,2018
Sasanka 660,200.0,https://zegluj.plhttps://yachtcms.s3.waw.io.cloud.ovh.net/sasanka-660-doutemapjpbrnoj7m0eh87z5seed.webp,https://zegluj.pl/jacht/sasanka-660/1815,"Jacht żaglowy Sasanka 660, szerokość 2,5m, długość kadłuba 6,60m, powierzchnia żagli 21m2, zanurzenie 1,20/0,33m. Jacht zarejestrowany na 6 osób, zadbany i...",6,0,2018
Calipso 750,310.0,https://zegluj.plhttps://yachtcms.s3.waw.io.cloud.ovh.net/calipso-750-0mr1r3rq3eeaid6h0johikamskkf.webp,https://zegluj.pl/jacht/calipso-750/1849,,6,2,2018
Antila 33,580.0,https://zegluj.plhttps://yachtcms.s3.waw.io.cloud.ovh.net/antila-33-cfav1641c9z2gkvhk08f1qw6h2md.webp,https://zegluj.pl/jacht/antila-33/1931,,10,3,2018
Mellody 30,360.0,https://zegluj.plhttps://yachtcms.s3.waw.io.cloud.ovh.net/mellody-30-ma6j3hczex86ciz3u5as8b8jzren.webp,https://zegluj.pl/jacht/mellody-30/1933,,10,3,2018
Futura 900,690.0,https://zegluj.plhttps://yachtcms.s3.waw.io.cloud.ovh.net/futura-900-e8kbn6lh0kabednwvsyht1w6rr1y.webp,https://zegluj.pl/jacht/futura-900/1940,"Jacht Futura 900 SCARABEO nie tylko stanowi doskonały wybór dla miłośników żeglugi „bez żagli”, ale również imponuje jako prawdziwe dzieło sztuki na wodzie. Elegancja,...",6,3,2018
Maxus 28,320.0,https://zegluj.plhttps://yachtcms.s3.waw.io.cloud.ovh.net/maxus-28-is2cxk5qlre6un0zqagzomfkz2r3.webp,https://zegluj.pl/jacht/maxus-28/1951,"Roczne żagli Zalety jachtu: jacht przygotowany jest do żeglowania sportowo na regaty. Waga jachtu jest, zaniżono maksymalnie. Dodatkowo jacht posiada, wyższy maszt i...",8,2,2018
Maxus 33.1 RS,600.0,https://zegluj.plhttps://yachtcms.s3.waw.io.cloud.ovh.net/maxus-33-1-rs-ykd4fnif53p3e75fooab40i1w4s5.webp,https://zegluj.pl/jacht/maxus-33-1-rs/1959,,10,3,2018
Aquatic 28,400.0,https://zegluj.plhttps://yachtcms.s3.waw.io.cloud.ovh.net/aquatic-28-odexmv5s3s20e0otuemnejicey9d.webp,https://zegluj.pl/jacht/aquatic-28/1993,,8,3,2018
